Year;Month;Date;District;Municipality;Parish;incl Electric mobility;Number of CPE's with collected DC;CodDistrito;CodDistritoConcelho;CodDistritoConcelhoFreguesia
2024;3;2024-03;Bragança;Torre de Moncorvo;Felgueiras e Maçores;Não;359;04;0409;040920
2024;3;2024-03;Bragança;Vinhais;Penhas Juntas;Não;24;04;0412;041216
2024;3;2024-03;Castelo Branco;Covilhã;Sobral de São Miguel;Não;176;05;0503;050322
2024;3;2024-03;Castelo Branco;Oleiros;Oleiros-Amieira;Não;1930;05;0506;050614
2024;3;2024-03;Castelo Branco;Penamacor;Salvador;Não;380;05;0507;050711
2024;3;2024-03;Castelo Branco;Sertã;Cernache do Bonjardim, Nesperal e Palhais;Não;1738;05;0509;050915
2024;3;2024-03;Castelo Branco;Vila de Rei;Vila de Rei;Sim;1;05;0510;051003
2024;3;2024-03;Coimbra;Arganil;Celavisa;Não;5;06;0601;060105
2024;3;2024-03;Coimbra;Cantanhede;Cantanhede e Pocariça;Sim;1;06;0602;060220
2024;3;2024-03;Coimbra;Coimbra;Antuzede e Vil de Matos;Não;902;06;0603;060332
2024;3;2024-03;Coimbra;Coimbra;Santa Clara e Castelo Viegas;Não;6518;06;0603;060336
2024;3;2024-03;Coimbra;Coimbra;Trouxemil e Torre de Vilela;Não;1699;06;0603;060341
2024;3;2024-03;Coimbra;Figueira da Foz;São Pedro;Não;1822;06;0605;060514
2024;3;2024-03;Coimbra;Figueira da Foz;Moinhos da Gândara;Não;275;06;0605;060518
2024;3;2024-03;Coimbra;Figueira da Foz;Lavos;Sim;1;06;0605;060522
2024;3;2024-03;Coimbra;Figueira da Foz;Quiaios;Não;878;06;0605;060524
2024;3;2024-03;Coimbra;Lousã;Gândaras;Não;746;06;0607;060706
2024;3;2024-03;Coimbra;Oliveira do Hospital;Nogueira do Cravo;Não;708;06;0611;061111
2024;3;2024-03;Coimbra;Oliveira do Hospital;Travanca de Lagos;Não;327;06;0611;061119
2024;3;2024-03;Coimbra;Tábua;Tábua;Sim;5;06;0616;061614
2024;3;2024-03;Évora;Évora;Nossa Senhora da Graça do Divor;Não;58;07;0705;070502
2024;3;2024-03;Évora;Évora;S. Sebastião da Giesteira e N. S. da Boa Fé;Não;223;07;0705;070527
2024;3;2024-03;Évora;Mora;Pavia;Não;529;07;0707;070704
2024;3;2024-03;Évora;Portel;Portel;Não;1340;07;0709;070905
2024;3;2024-03;Évora;Portel;São Bartolomeu do Outeiro e Oriola;Não;342;07;0709;070910
2024;3;2024-03;Évora;Redondo;Montoito;Não;751;07;0710;071001
2024;3;2024-03;Faro;Faro;Conceição e Estoi;Não;3119;08;0805;080507
2024;3;2024-03;Faro;Silves;Silves;Não;6981;08;0813;081307
2024;3;2024-03;Guarda;Aguiar da Beira;Dornelas;Não;428;09;0901;090105
2024;3;2024-03;Guarda;Fornos de Algodres;Figueiró da Granja;Não;303;09;0905;090504
2024;3;2024-03;Guarda;Gouveia;Gouveia;Sim;1;09;0906;090625
2024;3;2024-03;Guarda;Guarda;Arrifana;Não;354;09;0907;090706
2024;3;2024-03;Guarda;Guarda;Santana da Azinha;Não;95;09;0907;090738
2024;3;2024-03;Guarda;Guarda;Jarmelo São Pedro;Não;258;09;0907;090760
2024;3;2024-03;Guarda;Pinhel;Valbom/Bogalhal;Não;207;09;0910;091031
2024;3;2024-03;Guarda;Sabugal;Vila Boa;Não;257;09;0911;091138
2024;3;2024-03;Guarda;Seia;Sameice e Santa Eulália;Não;158;09;0912;091231
2024;3;2024-03;Guarda;Vila Nova de Foz Côa;Almendra;Não;153;09;0914;091401
2024;3;2024-03;Guarda;Vila Nova de Foz Côa;Horta;Não;90;09;0914;091407
2024;3;2024-03;Leiria;Alcobaça;Coz, Alpedriz e Montes;Não;712;10;1001;100122
2024;3;2024-03;Leiria;Ansião;Chão de Couce;Não;1257;10;1003;100304
2024;3;2024-03;Leiria;Ansião;Santiago da Guarda;Não;1744;10;1003;100307
2024;3;2024-03;Leiria;Batalha;Reguengo do Fetal;Não;1054;10;1004;100402
2024;3;2024-03;Leiria;Bombarral;Pó;Não;550;10;1005;100505
2024;3;2024-03;Leiria;Bombarral;Bombarral e Vale Covo;Sim;3;10;1005;100506
2024;3;2024-03;Leiria;Leiria;Santa Eufémia e Boa Vista;Sim;1;10;1009;100939
2024;3;2024-03;Leiria;Porto de Mós;Porto de Mós - São João Baptista e São Pedro;Sim;2;10;1016;101614
2024;3;2024-03;Lisboa;Alenquer;Meca;Não;786;11;1101;110107
2024;3;2024-03;Lisboa;Alenquer;Olhalvo;Não;832;11;1101;110108
2024;3;2024-03;Lisboa;Arruda dos Vinhos;S. Tiago dos Velhos;Não;676;11;1102;110204
2024;3;2024-03;Lisboa;Cascais;São Domingos de Rana;Não;20636;11;1105;110506
2024;3;2024-03;Lisboa;Cascais;Carcavelos e Parede;Sim;29;11;1105;110507
2024;4;2024-04;Braga;Vila Nova de Famalicão;Requião;Não;1268;03;0312;031233
2024;4;2024-04;Braga;Vila Nova de Famalicão;Ribeirão;Não;3805;03;0312;031235
2024;4;2024-04;Braga;Vila Verde;Freiriz;Não;355;03;0313;031316
2024;4;2024-04;Braga;Vila Verde;Loureira;Não;453;03;0313;031325
2024;4;2024-04;Braga;Vizela;Tagilde e Vizela (São Paio);Não;1269;03;0314;031409
2024;4;2024-04;Bragança;Carrazeda de Ansiães;Pereiros;Não;178;04;0403;040312
2024;4;2024-04;Coimbra;Góis;Góis;Sim;1;06;0606;060604
2024;4;2024-04;Coimbra;Lousã;Lousã e Vilarinho;Sim;4;06;0607;060708
2024;4;2024-04;Évora;Montemor-o-Novo;Cabrela;Não;322;07;0706;070601
2024;4;2024-04;Évora;Mora;Pavia;Não;521;07;0707;070704
2024;4;2024-04;Évora;Portel;Portel;Não;1168;07;0709;070905
2024;4;2024-04;Faro;Castro Marim;Azinhal;Não;340;08;0804;080401
2024;4;2024-04;Faro;Silves;São Bartolomeu de Messines;Não;2763;08;0813;081305
2024;4;2024-04;Faro;Silves;São Marcos da Serra;Sim;1;08;0813;081306
2024;4;2024-04;Faro;Tavira;Santa Luzia;Não;2073;08;0814;081408
2024;4;2024-04;Guarda;Figueira de Castelo Rodrigo;Figueira de Castelo Rodrigo;Sim;1;09;0904;090408
2024;4;2024-04;Guarda;Fornos de Algodres;Cortiçô e Vila Chã;Não;166;09;0905;090517
2024;4;2024-04;Guarda;Gouveia;Vila Franca da Serra;Não;200;09;0906;090620
2024;4;2024-04;Guarda;Guarda;Avelãs da Ribeira;Não;132;09;0907;090708
2024;4;2024-04;Guarda;Guarda;Panoias de Cima;Não;212;09;0907;090728
2024;4;2024-04;Guarda;Pinhel;Pala;Não;347;09;0910;091015
2024;4;2024-04;Lisboa;Lisboa;Carnide;Sim;9;11;1106;110611
2024;4;2024-04;Portalegre;Fronteira;Fronteira;Não;1252;12;1208;120802
2024;4;2024-04;Porto;Baião;Campelo e Ovil;Não;199;13;1302;130223
2024;4;2024-04;Porto;Baião;Campelo e Ovil;Sim;1;13;1302;130223
2024;4;2024-04;Porto;Baião;Teixeira e Teixeiró;Não;14;13;1302;130226
2024;4;2024-04;Porto;Marco de Canaveses;Tabuado;Não;576;13;1307;130724
2024;4;2024-04;Porto;Marco de Canaveses;Marco;Sim;2;13;1307;130736
2024;4;2024-04;Porto;Matosinhos;Custóias, Leça do Balio e Guifões;Não;18462;13;1308;130811
2024;4;2024-04;Porto;Paredes;Cristelo;Não;779;13;1310;131009
2024;4;2024-04;Porto;Paredes;Parada de Todeia;Não;761;13;1310;131017
2024;4;2024-04;Porto;Porto;Paranhos;Não;29528;13;1312;131210
2024;4;2024-04;Santarém;Torres Novas;Chancelaria;Não;822;14;1419;141904
2024;4;2024-04;Setúbal;Alcochete;Samouco;Não;1141;15;1502;150202
2024;4;2024-04;Setúbal;Almada;Costa da Caparica;Sim;6;15;1503;150303
2024;4;2024-04;Setúbal;Barreiro;Alto do Seixalinho, Santo André e Verderena;Não;19689;15;1504;150409
2024;4;2024-04;Setúbal;Palmela;Palmela;Não;9785;15;1508;150802
2024;4;2024-04;Setúbal;Santiago do Cacém;Cercal;Sim;1;15;1509;150903
2024;4;2024-04;Setúbal;Setúbal;Gâmbia-Pontes-Alto da Guerra;Não;3017;15;1512;151207
2024;4;2024-04;Viana do Castelo;Arcos de Valdevez;Aboim das Choças;Não;203;16;1601;160101
2024;4;2024-04;Viana do Castelo;Arcos de Valdevez;Gondoriz;Não;662;16;1601;160115
2024;4;2024-04;Viana do Castelo;Arcos de Valdevez;Miranda;Não;264;16;1601;160121
2024;4;2024-04;Viseu;Lamego;Britiande;Não;587;18;1805;180504
2024;4;2024-04;Viseu;Lamego;Bigorne, Magueija e Pretarouca;Não;587;18;1805;180526
2024;4;2024-04;Viseu;Lamego;Cepões, Meijinhos e Melcões;Não;712;18;1805;180527
2024;4;2024-04;Viseu;Moimenta da Beira;Baldos;Não;144;18;1807;180705
2024;4;2024-04;Viseu;Resende;Cárquere;Não;420;18;1813;181303
2024;4;2024-04;Viseu;Resende;Felgueiras e Feirão;Não;148;18;1813;181317
2024;1;2024-01;Aveiro;Albergaria-a-Velha;Albergaria-a-Velha e Valmaior;Sim;2;01;0102;010209
2024;1;2024-01;Aveiro;Arouca;Fermedo;Não;168;01;0104;010411
2024;1;2024-01;Aveiro;Arouca;Arouca e Burgo;Sim;1;01;0104;010421
2024;1;2024-01;Aveiro;Aveiro;Santa Joana;Não;3771;01;0105;010513
2024;1;2024-01;Aveiro;Aveiro;Santa Joana;Sim;1;01;0105;010513
2024;1;2024-01;Aveiro;Castelo de Paiva;Fornos;Não;515;01;0106;010602
2024;1;2024-01;Aveiro;Santa Maria da Feira;Nogueira da Regedoura;Sim;1;01;0109;010917
2024;1;2024-01;Aveiro;Oliveira do Bairro;Palhaça;Não;1338;01;0114;011405
2024;1;2024-01;Aveiro;Sever do Vouga;Couto de Esteves;Não;440;01;0117;011702
2024;1;2024-01;Aveiro;Sever do Vouga;Silva Escura e Dornelas;Não;844;01;0117;011711
2024;1;2024-01;Aveiro;Vale de Cambra;Roge;Não;807;01;0119;011907
2024;1;2024-01;Beja;Beja;Salvada e Quintos;Não;811;02;0205;020522
2024;1;2024-01;Beja;Cuba;Cuba;Não;1496;02;0207;020701
2024;1;2024-01;Beja;Odemira;Longueira/Almograve;Não;516;02;0211;021117
2024;1;2024-01;Braga;Barcelos;Lama;Não;189;03;0302;030242
2024;1;2024-01;Braga;Barcelos;Galegos (Santa Maria);Não;1063;03;0302;030268
2024;1;2024-01;Braga;Barcelos;Sequeade e Bastuço (São João e Santo Estevão);Não;277;03;0302;0302FD
2024;1;2024-01;Braga;Braga;Lomar e Arcos;Sim;2;03;0303;030373
2024;1;2024-01;Braga;Esposende;Fonte Boa e Rio Tinto;Não;771;03;0306;030619
2024;1;2024-01;Braga;Guimarães;Brito;Não;2006;03;0308;030807
2024;1;2024-01;Braga;Guimarães;Caldelas;Sim;4;03;0308;030808
2024;1;2024-01;Braga;Guimarães;Costa;Sim;3;03;0308;030812
2024;1;2024-01;Braga;Guimarães;Creixomil;Sim;7;03;0308;030813
2024;1;2024-01;Braga;Guimarães;Gondar;Não;1107;03;0308;030821
2024;1;2024-01;Braga;Guimarães;Abação e Gémeos;Não;1003;03;0308;030875
2024;1;2024-01;Braga;Guimarães;Atães e Rendufe;Não;309;03;0308;030878
2024;1;2024-01;Braga;Guimarães;Oliveira, São Paio e São Sebastião;Sim;8;03;0308;030884
2024;1;2024-01;Braga;Guimarães;Serzedo e Calvos;Não;857;03;0308;030889
2024;1;2024-01;Braga;Vieira do Minho;Louredo;Não;80;03;0311;031109
2024;1;2024-01;Braga;Vila Nova de Famalicão;Lemenhe, Mouquim e Jesufrei;Não;8;03;0312;031256
2024;1;2024-01;Braga;Vila Verde;Escariz (São Mamede) e Escariz (São Martinho);Não;194;03;0313;031362
2024;1;2024-01;Bragança;Bragança;Espinhosela;Não;60;04;0402;040213
2024;1;2024-01;Bragança;Bragança;Serapicos;Não;95;04;0402;040247
2024;1;2024-01;Bragança;Bragança;Sé, Santa Maria e Meixedo;Sim;3;04;0402;040257
2024;1;2024-01;Bragança;Carrazeda de Ansiães;Pereiros;Não;176;04;0403;040312
2024;1;2024-01;Bragança;Freixo de Espada À Cinta;Ligares;Não;223;04;0404;040404
2024;1;2024-01;Bragança;Freixo de Espada À Cinta;Freixo de Espada à Cinta e Mazouco;Sim;1;04;0404;040407
2024;1;2024-01;Bragança;Freixo de Espada À Cinta;Lagoaça e Fornos;Não;451;04;0404;040408
2024;1;2024-01;Bragança;Macedo de Cavaleiros;Cortiços;Não;87;04;0405;040510
2024;1;2024-01;Bragança;Miranda do douro;Sendim e Atenor;Não;1052;04;0406;040620
2024;1;2024-01;Bragança;Vinhais;Edrosa;Não;3;04;0412;041207
2024;1;2024-01;Castelo Branco;Covilhã;Barco e Coutada;Não;240;05;0503;050332
2024;1;2024-01;Castelo Branco;Fundão;Alcaide;Não;410;05;0504;050401
2024;1;2024-01;Castelo Branco;Fundão;Castelejo;Não;611;05;0504;050412
2024;1;2024-01;Castelo Branco;Idanha-a-Nova;Oledo;Não;349;05;0505;050509
2024;1;2024-01;Castelo Branco;Oleiros;Álvaro;Não;168;05;0506;050601
2024;1;2024-01;Coimbra;Coimbra;Almalaguês;Não;744;06;0603;060301
2024;1;2024-01;Coimbra;Coimbra;São João do Campo;Não;778;06;0603;060320
2024;1;2024-01;Coimbra;Condeixa-a-Nova;Sebal e Belide;Sim;1;06;0604;060412
2024;1;2024-01;Coimbra;Montemor-o-Velho;Carapinheira;Não;544;06;0610;061003
2024;1;2024-01;Coimbra;Oliveira do Hospital;Oliveira do Hospital e São Paio de Gramaços;Não;3677;06;0611;061124
2024;1;2024-01;Coimbra;Pampilhosa da Serra;Cabril;Não;367;06;0612;061201
2024;1;2024-01;Coimbra;Soure;Gesteira e Brunhós;Não;387;06;0615;061514
2024;1;2024-01;Coimbra;Vila Nova de Poiares;Poiares (Santo André);Não;1563;06;0617;061703
2024;1;2024-01;Évora;Alandroal;Capelins (Santo António);Não;303;07;0701;070104
2024;1;2024-01;Évora;Montemor-o-Novo;Foros de Vale de Figueira;Não;457;07;0706;070610
2024;1;2024-01;Faro;Faro;Faro (Sé e São Pedro);Não;21834;08;0805;080508
2024;1;2024-01;Faro;Silves;São Marcos da Serra;Não;294;08;0813;081306
2024;1;2024-01;Faro;Vila Real de Santo António;Vila Nova de Cacela;Não;2344;08;0816;081601
2024;1;2024-01;Guarda;Almeida;Malhada Sorda;Não;392;09;0902;090213
2024;1;2024-01;Guarda;Fornos de Algodres;Sobral Pichorro e Fuinhas;Não;246;09;0905;090519
2024;1;2024-01;Guarda;Guarda;Casal de Cinza;Não;328;09;0907;090711
2024;1;2024-01;Guarda;Guarda;Panoias de Cima;Não;209;09;0907;090728
2024;1;2024-01;Guarda;Pinhel;Vascoveiro;Não;50;09;0910;091027
2024;1;2024-01;Guarda;Trancoso;Valdujo;Não;177;09;0913;091325
2024;1;2024-01;Guarda;Trancoso;Freches e Torres;Não;282;09;0913;091330
2024;1;2024-01;Leiria;Alcobaça;Benedita;Não;4146;10;1001;100105
2024;1;2024-01;Leiria;Alcobaça;Turquel;Não;1037;10;1001;100114
2024;1;2024-01;Leiria;Alcobaça;Pataias e Martingança;Não;2376;10;1001;100123
2024;1;2024-01;Leiria;Alvaiázere;Alvaiázere;Sim;1;10;1002;100208
2024;1;2024-01;Leiria;Caldas da Rainha;Carvalhal Benfeito;Não;334;10;1006;100604
2024;1;2024-01;Leiria;Caldas da Rainha;Salir de Matos;Não;1018;10;1006;100609
2024;1;2024-01;Leiria;Leiria;Arrabal;Não;1174;10;1009;100902
2024;1;2024-01;Leiria;Leiria;Maceira;Não;4080;10;1009;100913
2024;1;2024-01;Leiria;Leiria;Bidoeira de Cima;Não;924;10;1009;100926
2024;1;2024-01;Leiria;Nazaré;Valado dos Frades;Não;1537;10;1011;101103
2024;1;2024-01;Leiria;Pombal;Redinha;Não;529;10;1015;101510
2024;1;2024-01;Lisboa;Alenquer;Vila Verde dos Francos;Não;370;11;1101;110114
2024;1;2024-01;Lisboa;Cadaval;Vermelha;Não;580;11;1104;110409
2024;1;2024-01;Lisboa;Lisboa;Ajuda;Não;7036;11;1106;110601
2024;1;2024-01;Lisboa;Lourinhã;Lourinhã e Atalaia;Não;8370;11;1108;110812
2024;1;2024-01;Lisboa;Mafra;Carvoeira;Sim;3;11;1109;110902
2024;1;2024-01;Lisboa;Amadora;Alfragide;Não;7243;11;1115;111512
2024;1;2024-01;Portalegre;Avis;Avis;Não;934;12;1203;120303
2024;1;2024-01;Portalegre;Portalegre;Alagoa;Não;352;12;1214;121401
2024;1;2024-01;Porto;Amarante;Louredo;Não;76;13;1301;130120
2024;1;2024-01;Porto;Baião;Gove;Não;854;13;1302;130206
2024;1;2024-01;Porto;Maia;Pedrouços;Sim;1;13;1306;130617
2024;1;2024-01;Porto;Maia;Nogueira e Silva Escura;Sim;3;13;1306;130620
2024;1;2024-01;Porto;Matosinhos;Matosinhos e Leça da Palmeira;Não;24979;13;1308;130812
2024;1;2024-01;Porto;Penafiel;Recezinhos (São Mamede);Não;190;13;1311;131132
2024;1;2024-01;Porto;Penafiel;Rio Mau;Não;510;13;1311;131138
2024;1;2024-01;Porto;Póvoa de Varzim;AVer-o-Mar, Amorim e Terroso;Não;7544;13;1313;131313
2024;1;2024-01;Porto;Vila Nova de Gaia;Avintes;Não;4563;13;1317;131702
2024;1;2024-01;Porto;Vila Nova de Gaia;Canidelo;Sim;8;13;1317;131704
2024;1;2024-01;Porto;Vila Nova de Gaia;São Félix da Marinha;Não;2797;13;1317;131717
2024;1;2024-01;Porto;Vila Nova de Gaia;Mafamude e Vilar do Paraíso;Sim;11;13;1317;131727
2024;1;2024-01;Santarém;Almeirim;Almeirim;Não;6671;14;1403;140301
2024;1;2024-01;Santarém;Ferreira do Zêzere;Ferreira do Zêzere;Não;1788;14;1411;141106
2024;1;2024-01;Santarém;Rio Maior;Rio Maior;Sim;2;14;1414;141408
2024;1;2024-01;Santarém;Rio Maior;São João da Ribeira e Ribeira de São João;Não;373;14;1414;141418
2024;1;2024-01;Santarém;Santarém;Arneiro das Milhariças;Não;141;14;1416;141608
2024;1;2024-01;Setúbal;Moita;Moita;Não;9026;15;1506;150603
2024;1;2024-01;Viana do Castelo;Monção;Barbeita;Não;569;16;1604;160404
2024;1;2024-01;Viana do Castelo;Monção;Bela;Não;259;16;1604;160406
2024;1;2024-01;Viana do Castelo;Ponte da Barca;Touvedo (São Lourenço e Salvador);Não;275;16;1606;160629
2024;1;2024-01;Viana do Castelo;Ponte de Lima;Feitosa;Não;1145;16;1607;160719
2024;1;2024-01;Viana do Castelo;Ponte de Lima;Gandra;Não;562;16;1607;160726
2024;1;2024-01;Viana do Castelo;Ponte de Lima;Santa Comba;Não;302;16;1607;160742
2024;1;2024-01;Viana do Castelo;Valença;Friestas;Não;72;16;1608;160806
2024;1;2024-01;Viana do Castelo;Vila Nova de Cerveira;Gondarém;Não;215;16;1610;161006
2024;1;2024-01;Vila Real;Chaves;São Pedro de Agostém;Não;784;17;1703;170333
2024;1;2024-01;Vila Real;Peso da Régua;Sedielos;Não;441;17;1708;170809
2024;1;2024-01;Vila Real;Peso da Régua;Vilarinho dos Freires;Não;408;17;1708;170810
2024;1;2024-01;Vila Real;Valpaços;Algeriz;Não;360;17;1712;171203
2024;1;2024-01;Vila Real;Valpaços;Canaveses;Não;131;17;1712;171206
2024;1;2024-01;Vila Real;Valpaços;Friões;Não;481;17;1712;171212
2024;1;2024-01;Vila Real;Valpaços;Veiga de Lila;Não;18;17;1712;171230
2024;1;2024-01;Vila Real;Vila Pouca de Aguiar;Capeludos;Não;97;17;1713;171305
2024;1;2024-01;Viseu;Castro daire;Cabril;Não;225;18;1803;180303
2024;1;2024-01;Viseu;Castro daire;Monteiras;Não;92;18;1803;180314
2024;1;2024-01;Viseu;Castro daire;Reriz e Gafanhão;Não;137;18;1803;180327
2024;1;2024-01;Viseu;Cinfães;São Cristóvão de Nogueira;Não;82;18;1804;180413
2024;1;2024-01;Viseu;Mangualde;Cunha Baixa;Não;601;18;1806;180605
2024;1;2024-01;Viseu;Moimenta da Beira;Cabaços;Não;241;18;1807;180706
2024;1;2024-01;Viseu;São João da Pesqueira;São João da Pesqueira e Várzea de Trevões;Não;1270;18;1815;181515
2024;1;2024-01;Viseu;Tarouca;Mondim da Beira;Não;429;18;1820;182004
2024;1;2024-01;Viseu;Viseu;Santos Evos;Não;343;18;1823;182325
2024;2;2024-02;Aveiro;Águeda;Recardães e Espinhel;Não;2782;01;0101;010124
2024;2;2024-02;Aveiro;Arouca;Tropeço;Não;190;01;0104;010418
2024;2;2024-02;Aveiro;Arouca;Várzea;Não;220;01;0104;010420
2024;2;2024-02;Aveiro;Estarreja;Canelas e Fermelã;Não;1305;01;0108;010809
2024;2;2024-02;Aveiro;Santa Maria da Feira;Sanguedo;Não;844;01;0109;010924
2024;2;2024-02;Aveiro;Santa Maria da Feira;São João de Ver;Sim;1;01;0109;010926
2024;2;2024-02;Aveiro;Murtosa;Murtosa;Não;2223;01;0112;011203
2024;2;2024-02;Aveiro;Murtosa;Torreira;Não;3423;01;0112;011204
2024;2;2024-02;Beja;Odemira;Vale de Santiago;Não;261;02;0211;021122
2024;2;2024-02;Beja;Serpa;Pias;Sim;1;02;0213;021303
2024;2;2024-02;Braga;Braga;Gualtar;Não;2136;03;0303;030319
2024;2;2024-02;Braga;Braga;Palmeira;Não;1339;03;0303;030331
2024;2;2024-02;Braga;Guimarães;Gonça;Não;227;03;0308;030820
2024;2;2024-02;Braga;Guimarães;Serzedelo;Não;1398;03;0308;030866
2024;2;2024-02;Braga;Guimarães;Briteiros São Salvador e Briteiros Santa Leocádia;Não;216;03;0308;030880
2024;2;2024-02;Braga;Guimarães;Candoso São Tiago e Mascotelos;Não;1524;03;0308;030881
2024;2;2024-02;Braga;Terras de Bouro;Ribeira;Não;98;03;0310;031012
2024;2;2024-02;Braga;Vieira do Minho;Rossas;Não;773;03;0311;031113
2024;2;2024-02;Braga;Vila Nova de Famalicão;Cruz;Não;600;03;0312;031212
2024;2;2024-02;Braga;Vila Verde;Lage;Sim;1;03;0313;031323
2024;2;2024-02;Braga;Vila Verde;Sabariz;Não;122;03;0313;031340
2024;2;2024-02;Braga;Vizela;Infias;Não;768;03;0314;031404
2024;2;2024-02;Bragança;Bragança;Alfaião;Não;144;04;0402;040201
2024;2;2024-02;Bragança;Macedo de Cavaleiros;Amendoeira;Não;326;04;0405;040502
2024;2;2024-02;Bragança;Mirandela;Aguieiras;Não;146;04;0407;040703
2024;2;2024-02;Bragança;Mirandela;Alvites;Não;182;04;0407;040704
2024;2;2024-02;Bragança;Mogadouro;Meirinhos;Não;148;04;0408;040809
2024;2;2024-02;Bragança;Vimioso;Argozelo;Não;611;04;0411;041103
2024;2;2024-02;Bragança;Vinhais;Vilar de Peregrinos;Não;133;04;0412;041233
2024;2;2024-02;Castelo Branco;Covilhã;Dominguizo;Não;614;05;0503;050309
2024;2;2024-02;Castelo Branco;Covilhã;Barco e Coutada;Não;252;05;0503;050332
2024;2;2024-02;Castelo Branco;Fundão;Bogas de Cima;Não;368;05;0504;050410
2024;2;2024-02;Castelo Branco;Fundão;Fundão, Valverde, Donas, A. Joanes, A. Nova do Cabo;Sim;3;05;0504;050434
2024;2;2024-02;Castelo Branco;Fundão;Póvoa de Atalaia e Atalaia do Campo;Não;768;05;0504;050435
2024;2;2024-02;Castelo Branco;Idanha-a-Nova;Zebreira e Segura;Não;1020;05;0505;050521
2024;2;2024-02;Coimbra;Coimbra;Souselas e Botão;Sim;1;06;0603;060339
2024;2;2024-02;Coimbra;Condeixa-a-Nova;Vila Seca e Bem da Fé;Não;495;06;0604;060413
2024;2;2024-02;Évora;Alandroal;Terena (São Pedro);Não;590;07;0701;070105
2024;2;2024-02;Évora;Évora;Nossa Senhora da Graça do Divor;Não;37;07;0705;070502
2024;2;2024-02;Faro;Lagos;Odiáxere;Não;625;08;0807;080704
2024;2;2024-02;Faro;Lagos;São Gonçalo de Lagos;Sim;7;08;0807;080708
2024;2;2024-02;Faro;Silves;Armação de Pêra;Não;9446;08;0813;081303
2024;2;2024-02;Faro;Tavira;Conceição e Cabanas de Tavira;Sim;1;08;0814;081410
2024;2;2024-02;Guarda;Almeida;Junça e Naves;Não;184;09;0902;090233
2024;2;2024-02;Guarda;Almeida;Malpartida e Vale de Coelha;Não;203;09;0902;090235
2024;2;2024-02;Guarda;Celorico da Beira;Rapa e Cadafaz;Não;226;09;0903;090326
2024;2;2024-02;Guarda;Fornos de Algodres;Sobral Pichorro e Fuinhas;Não;245;09;0905;090519
2024;2;2024-02;Guarda;Guarda;Aldeia do Bispo;Não;127;09;0907;090703
2024;2;2024-02;Guarda;Guarda;Sobral da Serra;Não;93;09;0907;090744
2024;2;2024-02;Guarda;Guarda;Pousade e Albardo;Não;211;09;0907;090764
2024;2;2024-02;Guarda;Guarda;Rochoso e Monte Margarida;Não;127;09;0907;090765
2024;2;2024-02;Guarda;Mêda;Barreira;Não;251;09;0909;090902
2024;2;2024-02;Guarda;Pinhel;Lamegal;Não;62;09;0910;091012
2024;2;2024-02;Guarda;Pinhel;Manigoto;Não;54;09;0910;091014
2024;2;2024-02;Guarda;Sabugal;Aldeia da Ponte;Não;432;09;0911;091103
2024;2;2024-02;Guarda;Sabugal;Bismula;Não;199;09;0911;091111
2024;2;2024-02;Guarda;Sabugal;Nave;Não;200;09;0911;091120
2024;2;2024-02;Guarda;Sabugal;Quadrazais;Não;393;09;0911;091123
2024;2;2024-02;Guarda;Seia;Santiago;Não;429;09;0912;091216
2024;2;2024-02;Leiria;Alcobaça;Bárrio;Não;603;10;1001;100104
